,title
499,张江南+11号线，南北通三房，税少带花园
500,金榜新苑 2室2厅 380万
501,小区少有户型西边套全明大两房中间楼层诚意出售
502,店长推荐，内环内，黄浦江边，地铁口，满五唯一，诚意
503,地铁100米  精装修 税费少  房龄新拎包入住
504,东原逸墅 4室2厅 600万
505,小区的南北小两房，开发商统一精装交付。
506,满五唯一精装修近地铁中高层万科物业刚需好房
507,许昌路1491弄 精装双南两房 鞍山新村出口 一梯三户
508,双辽支路70弄 2室1厅 366万
509,满五年一套住宅，无个税，精装修拎包入住
510,万科两房业主新装修，品牌家具，空调地暖，视野好
511,一楼大天井对口适存 价格诚意看房方便
512,超大三房 一楼超大花园 小区中间位置
513,世博花园 2室2厅 878万
514,新上双南户型，满五唯一，中间楼层，权清晰，诚售
515,原动迁 精装修 南北通两房 中间楼层 诚心卖
516,品质小区，闹中取静，放心购买。
517,近地铁，南北通户型，通风良好，中间楼层
518,新上房源+顶楼带阁楼+满五年+业主诚意售房
519,丰舍东苑 南北格局 满五唯一 地铁近
520,热门小三室户型 刷卡入户 楼层高 采光好 可拎包入住
521,卢实小+精装修仲央空调+拎包入住，配套完善采光好
522,房子是二手买进的 税费少  精装修拎包入住
523,飞机户型，动迁房，楼层适中，诚意出售
524,南北通透一房+诚意卖+简装品质小区
525,新理想花园 1室1厅 215万
526,路劲上海派 3室2厅 288万
527,近地铁口电梯一室户，高区景观房
528,位置安静 高区景观房 非顶楼 税费低 看中价格好谈
529,户型正气，南北板式格局，采光和视野不错，全明户型
530,万科梦想派 3室2厅 360万
531,金桥新村四街坊75平，2房2厅，诚心出售，随时看房
532,永清二村 1室1厅 159万
533,满五唯一，小区位置好，无遮挡，视野开阔，总高12楼
534,一手动迁税费少 东面临河采光好大三房
535,梅岭苑商品房大三房高楼层景观房看房随时诚心出售
536,三林前滩+商品动迁房+高区景观+位置好+双轨相交！
537,一梯两户+3轨出行+园林小区+03年商品房+精装
538,一手动迁税费少，小区中间位置，户型正气南北通
539,正看小区花园景观 位置好 南北通 边套全明户型
540,产权车位+满五唯一+精装修户型好，适合一家三代人居住
541,选万科三房，配套优越，置业书香之所，是温馨的归宿。
542,仁恒二期  朝向好 采光好 业主诚意出售
543,七宝电梯大两房 全南户型 业主诚售 税少 地铁9号10号
544,12号线七莘路，满五年唯一采光充足，明强西，诚意出售
545,万寿新上房源 店长推荐好房 边套户型 明厨明卫
546,双南双天井，前排无遮挡，无增值税！看房方便！獨家！
547,位置靠中 出门中庚 河道旁 业主置换诚心 约看方便
548,高区全明三房 满五唯一 精装修 拎包入住 业主诚售
549,价格可谈，无个税，都朝南，楼层好，不对马路急售
550,非顶双南户型+满五唯一税费少+精装可拎包入住
551,顾村地铁900米南北通两房，有钥匙看房方便
552,新华小区（龙吴路5599弄） 2室1厅 175万
553,近地铁，南北通户型，精装带阁楼，小区中间位置
554,1号线！内环内+经典飞机户型+南北通+满五唯一
555,店长推荐：精装修，满五唯一，边套全明大三房
556,中间楼层，双南两房，满五不唯一，诚意售房
557,诚售+高区景观房+近地铁+满五年唯一+不要错过
558,两房朝南优质户型，位置好，安静舒适，采光好
559,小区景观位置南北两房 诚心出售
560,不靠马路+远离噪音污染+满五唯一+产权清晰+看房便利
561,挑空客厅四房，顶层带阁楼+露台+带产权车位
562,江湾尊堡别墅(公寓) 3室2厅 900万
563,地段阳光好+交通方便+闹中取静+看房方便
564,精装修+双南双天井+全明户型+随时可看
565,景观电梯大两房，真房实价，诚意出售
566,非顶楼 单价低 看房有钥匙 小区中间位置
567,七宝老街，古色古香，简装一房，优质楼层，诚意出售
568,此房，楼层好采光好视野佳，安静舒适
569,15年新装修的三房，装修好、保养好、税费低
570,宜浩佳园，明珠旁，满五税少，中间楼层，户型正气
571,上海滩大宁城(公寓) 3室1厅 795万
572,"此房满五唯一，精装修 ,税费少，看房方便,自带车位"
573,358弄 中间位置 中楼层 满五唯一
574,一年出一套的户型，静安天域旁，苏州河边，双南
575,13号线北蔡站100M，2000年商品房，南北大两房诚意出售
576,南星小区 朝南两房  电梯房  8、12号地铁  曲阜路站
577,龙泽家园 1室2厅 295万
578,房东诚卖置换，交通便利，配套设施完善
579,清爽装修      全明户型      居家舒适
580,"徐家汇低总价电梯一房,近美罗城，满五年。"
581,近百联，麦德龙，采光好位置佳，近15号线地铁，钥匙房
582,惠祥公寓 1室1厅 695万
583,高区全明格局大三房+繁华地段闹中取静+俯瞰整个体育场
584,满5年唯一   户口可迁   无贷款 无抵押  看房方便
585,随时可看采光良好3号地铁线植物园板块
586,小区主楼两房，全南户型，视野无遮挡，看房随时
587,"徐汇滨江顶楼复式+四南一北南北通+近11,12号线"
588,新天地、满五唯一、高区无遮挡、自住装修、可看陆家嘴
589,五街坊 三房考马路不考变电站 一梯两户 双南全明
590,近地铁，南北户型全明，满五，精装修，拎包入住！
591,大三房主力成交户型  业主急售  精装 地铁一号线700米
592,梅六近百联，无增值税，采光充足，近15号线地铁
593,从未入住，开发商精装，三个大阳台，房东只认链家！
594,宜浩佳园，大三房，单价低，看房方便，诚心出售！
595,双轨地铁1号12号线，配套成熟环境优美，2005年次新房
596,宏润丽苑 一手动迁 电梯高区 南北视野开阔 东边套
597,满五唯一精装修，高层视野开阔，业主急售随时看房！
598,唐人苑 空间开阔，户型正气，采光好
599,蔚蓝单号房型方正，满五唯一，带地下储藏室，诚意出售
600,此房满五唯一，南北户型，中间楼层，价格低业主诚售。
601,高区通透大3房，户型方正，视野开阔，买进648W
602,西边套户，全明户型，景观楼层，出行方便，配套齐全。
603,售后公房，满五年不唯一，电梯房，中间楼层
604,品质小区+南北通+楼层好+采光无遮挡
605,长春小区精装一房，近地铁，带花园，前排无遮挡！！
606,税费少，景观楼层，采光通风效果很好，户型好
607,诚意三房 高区低层  2梯2户板楼停车方便
608,平吉新上双南两房+房型正气诚信出售
609,税费少，高区视野采光好，三面临窗，有钥匙
610,满五唯一，电梯4层，视野无遮挡，33米间距，普通住宅
611,双轨交  人车分流高品质小区 精装修 双南户型总价低
612,总价低+诚意售+婚房装修+12号线+平南=必看好房
613,杨思前滩+地铁6号线+总价低+税费少+停车方便+看房随时
614,华丽家园 3室2厅 668万
615,全明户型+中间楼层四楼+房屋保养完好+拎包入住
616,陆家嘴景观房 满五唯一 精致装修 顶楼复式 大露台
617,您有故事，我有大花园，双南两房，传说开始的地方
618,漕溪二村，新上房源，楼层好，户型好，随时可看
619,满五唯一，91年，中间楼层，诚意出售，看房方便的
620,南北一房，税费少，业主诚意出售
621,店长推荐：阳台窗外满眼一片绿色，阳光充足，视野好
622,晋元+童的梦+双轨交汇+大型商场+诚意出售+不靠马路
623,满五唯一，税费少，精装电梯四楼，保养好，省了装修
624,中间花园位置+采光好+精装修+看房方便
625,三林前滩＋三轨交汇＋精装修＋中间位置＋诚意出售
626,店长推荐，鲁迅公园，8+10号线双轨交通，居家选择
627,地铁口 万达旁 配套好 好楼层 看房方便
628,丰舍西苑简装一房 位置楼层好 房东诚心出售
629,三林板块+前滩辐射+三轨交汇+一梯两户+南北户型+诚意
630,顾村公园地铁站刚需一房，总价低，近地铁
631,三林板块+全明户型+三线交轨+拎包入住
632,两房朝南，业主诚心出售，欢迎带看
633,此房位于中山公园板块，中高楼层、采光好，房型方正
634,全南户型，近地铁，鸟语花香+人车分流的社区，带会所
635,朝南一室一厅，采光好户型正气，看房方便，诚意出售
636,万科一房一厅 开发商统一装修 高楼层采光好
637,南北通透户型，前面无遮挡，采光好
638,番禺路少有边套两房，满五唯一，采光充足，交通便利
639,花园洋房 双轨交通 双南精装修 总价低！
640,电梯一房，朝南采光充足，业主诚意出售
641,售后公房唯一，低总价，视野好，看房方便！
642,老静安曹家渡+金三楼层+朝南全天阳光+二年前婚房装修
643,4/8号线西藏南路， 西凌家宅精装+电梯2房带独用大露台
644,售后公房  南北通两房 小区中间位置
645,一手动迁房 两房朝南195万随时看房
646,满五唯一对口复旦，精装修，动静分明，采光好，有钥匙
647,二梯队、外环内、南北两房、满五唯一、一梯两户、
648,近地铁，采光通风好，配套完善，位置佳，诚心出售。
649,房型方正两房朝南 诚意出售随时看房 交通便利四轨交汇
650,房东急售，满五唯一，看房方便，出价就卖
651,满五年，全实木家具，保养很好，闹中取静，诚意出售
652,低层好房 交通便利 宜家宜居 配套设施齐全
653,丰舍东苑 一楼带花园 南北格局 地铁9号线 商品房
654,楼层好、视野开阔，满五年，紧靠8号线，全明户型
655,诚意出售+低总价+商品房+电梯房+万达商圈+地铁口小区
656,南北通透 楼层好 采光足 精装 满二 近地铁
657,云台二小区 3室1厅 448万
658,斜土路老卢湾总价低两房+全屋智能装修+视野采光好
659,"精装修，南北通透,三面采光。位置空旷,视野好。诚售"
660,飞机户型，厅南两房南，三楼，2/3唯一，接受置换客
661,汇师大两居，中区单价低可随时看房
662,大江苑精装自住两房+满五年+位置好+诚意出售
663,只给链家卖+新装修+张江集团+满五唯一+税费低诚意出售
664,地铁口+20多万精装修+中间位置+中间楼层+全明户型
665,一手动迁、近地铁、中间楼层、好房
666,大虹桥板块 南北通 精装修 诚意出售
667,电梯高层3房+繁华闹市里的一片净土+花园式品质小区
668,房龄新 税费少 买入价高 户型好 看房方便 近地铁
669,售后公房，无增值个税，观江景看明珠，电梯房，近滨江
670,房子满五唯一，中间楼层，全明户型，税费少
671,"装修ok,楼层ok，好房难得，只有一套，带看约起来。"
672,滨江标准双南两房，看江交通便利，商圈成熟，学有所成
673,十二大安心服务承诺保驾护航，满五唯一，楼层好
